0.3, 0, 0, 28.39912, 11.46451, 0, 966.736, -1289.057, -3.194287, 0.02042972, 0.1612821, 43.01623, 3.13655, 2.377186, 93.4938
1.149999, 0.5422328, -0.02977242, 76.36943, 11.4676, -0.2459268898711852394449633383, 13123.54, -1346.367, -3.194287, 0.02042972, 0.1612821, 159.142, 3.106581, 2.340814, 97.3105
 
1.159999, 0.5477006, -0.02435009, 76.99252, 11.49266, -0.2461102451962301412646427709, 13354.87, -1347.057, -3.194287, 0.02042972, 0.1612821, 160.5509, 3.106559, 2.340386, 97.3554
 
1.169999, 0.5514899, -0.01887309, 77.61548, 11.51611, -0.2454942069647583722659467193, 13588.63, -1347.747, -3.194287, 0.02042972, 0.1612821, 161.9625, 3.106632, 2.339958, 97.40031
 
1.179999, 0.5535175, -0.01335819, 78.2286, 11.52905, -0.2440817469000283587344453527, 13824.51, -1348.439, -3.194287, 0.02042972, 0.1612821, 163.3749, 3.106799, 2.33953, 97.44521
 
1.189999, 0.5537231, -0.007823013, 78.83749, 11.53711, -0.2418805914825120090126211105, 14062.5, -1349.13, -3.194287, 0.02042972, 0.1612821, 164.7882, 3.10706, 2.339102, 97.49011
 
1.199999, 0.5520485, -0.002285782, 79.44464, 11.54275, -0.2388990615373329167000704663, 14302.61, -1349.821, -3.194287, 0.02042972, 0.1612821, 166.2023, 3.107413, 2.338674, 97.53501
 
1.209999, 0.5484353, 0.003234703, 80.05489, 11.55082, -0.2351471123374068098534534866, 14544.83, -1350.513, -3.194287, 0.02042972, 0.1612821, 167.6173, 3.107857, 2.338246, 97.57991
 
1.219999, 0.5428346, 0.008719056, 80.66419, 11.55727, -0.2306390081543741346435069828, 14789.18, -1351.206, -3.194287, 0.02042972, 0.1612821, 169.0331, 3.108392, 2.337818, 97.62482
 
1.229999, 0.5351987, 0.0141474, 81.27424, 11.56372, -0.2253887160875494946124107498, 15035.7, -1351.899, -3.194287, 0.02042972, 0.1612821, 170.45, 3.109016, 2.337391, 97.66972
 
1.239999, 0.5255023, 0.01949939, 81.8991, 11.5832, -0.2194146608211351327306998358, 15284.83, -1352.592, -3.194287, 0.02042972, 0.1612821, 171.8705, 3.109726, 2.336963, 97.71462
 
1.249999, 0.5137014, 0.02475441, 82.53461, 11.61166, -0.2127346726946816067117952554, 15536.53, -1353.285, -3.194287, 0.02042972, 0.1612821, 173.2943, 3.110522, 2.336535, 97.75952
 
1.259999, 0.4997637, 0.02989143, 83.15695, 11.62629, -0.2053734170112338547259294119, 15790.38, -1353.979, -3.194287, 0.02042972, 0.1612821, 174.7189, 3.1114, 2.336107, 97.80443
 
1.269999, 0.4836839, 0.03488906, 83.7719, 11.63277, -0.1973609081757019822573610133, 16046.43, -1354.674, -3.194287, 0.02042972, 0.1612821, 176.1447, 3.112358, 2.335679, 97.84933
 
1.279999, 0.4654581, 0.0397259, 84.40252, 11.65312, -0.1887249318005522750761711403, 16305.12, -1355.368, -3.194287, 0.02042972, 0.1612821, 177.574, 3.113393, 2.335251, 97.89423
 
1.289999, 0.4450859, 0.04438049, 85.04133, 11.68003, -0.1794965423938352878665680600, 16566.43, -1356.063, -3.194287, 0.02042972, 0.1612821, 179.0067, 3.1145, 2.334823, 97.93913
 
1.299999, 0.4225769, 0.04883134, 85.67021, 11.69634, -0.1697109548761633721125582761, 16829.9, -1356.759, -3.194287, 0.02042972, 0.1612821, 180.4402, 3.115678, 2.334395, 97.98403
 
1.309999, 0.3979664, 0.05305711, 86.28993, 11.70285, -0.1594084360976882039836175796, 17095.53, -1357.454, -3.194287, 0.02042972, 0.1612821, 181.8745, 3.11692, 2.333967, 98.02894
 
1.319999, 0.3712917, 0.05703678, 86.90854, 11.70773, -0.1486301444255389875348928124, 17363.27, -1358.151, -3.194287, 0.02042972, 0.1612821, 183.3093, 3.118224, 2.333539, 98.07384
 
1.329999, 0.3426071, 0.06074969, 87.52763, 11.71262, -0.1374195858882192321732941713, 17633.11, -1358.847, -3.194287, 0.02042972, 0.1612821, 184.7446, 3.119583, 2.333112, 98.11874
 
1.339999, 0.3119754, 0.06417576, 88.14726, 11.7175, -0.1258203556659296057496472727, 17905.06, -1359.544, -3.194287, 0.02042972, 0.1612821, 186.1805, 3.120993, 2.332684, 98.16364
 
1.349999, 0.2794839, 0.06729551, 88.76656, 11.72157, -0.1138819180923070595457563451, 18179.12, -1360.241, -3.194287, 0.02042972, 0.1612821, 187.6168, 3.122449, 2.332256, 98.20854
 
1.359999, 0.2452271, 0.07009035, 89.38716, 11.72644, -0.1016538563699184361363596597, 18455.28, -1360.939, -3.194287, 0.02042972, 0.1612821, 189.0537, 3.123944, 2.331828, 98.25345
 
1.369999, 0.2093185, 0.07254262, 90.00746, 11.73051, -0.0891881607971694576290185607, 18733.54, -1361.637, -3.194287, 0.02042972, 0.1612821, 190.4911, 3.125473, 2.3314, 98.29835
 
1.379999, 0.1718826, 0.07463581, 90.62907, 11.73539, -0.0765380103617701081624999878, 19013.91, -1362.335, -3.194287, 0.02042972, 0.1612821, 191.929, 3.12703, 2.330972, 98.34325
 
1.389999, 0.1330661, 0.07635464, 91.25035, 11.73945, -0.0637595557746882038164893646, 19296.38, -1363.034, -3.194287, 0.02042972, 0.1612821, 193.3674, 3.128607, 2.330544, 98.38815
 
1.399999, 0.09302725, 0.0776853, 91.87973, 11.75008, -0.0509100472844973269824959985, 19581.46, -1363.733, -3.194287, 0.02042972, 0.1612821, 194.8089, 3.130198, 2.330116, 98.43306
 
1.409999, 0.05192471, 0.07861557, 92.53519, 11.78455, -0.0380473443430388888544081604, 19869.52, -1364.432, -3.194287, 0.02042972, 0.1612821, 196.2551, 3.131795, 2.329688, 98.47796
 
1.419999, 0.009963136, 0.07913481, 93.19537, 11.82151, -0.0252311637291914113992471620, 20160.56, -1365.132, -3.194287, 0.02042972, 0.1612821, 197.706, 3.133392, 2.32926, 98.52286
 
1.429999, -0.03263789, 0.07923444, 93.84952, 11.85111, -0.0125244420839830150888557732, 20454.15, -1365.833, -3.194287, 0.02042972, 0.1612821, 199.1595, 3.13498, 2.328832, 98.56776
 
1.439999, -0.07565893, 0.07890806, 94.49155, 11.86757, 0.0000139643876171302133355956, 20750.16, -1366.533, -3.194287, 0.02042972, 0.1612821, 200.6148, 3.136549, 2.328404, 98.61266
 
1.449999, -0.1187053, 0.07815147, 95.13287, 11.88239, 0.0123226828767986941412565755, 21048.55, -1367.234, -3.194287, 0.02042972, 0.1612821, 202.0718, 3.135005, 2.327977, 98.65757
 
1.459999, -0.1613612, 0.07696442, 95.76908, 11.89146, 0.0243396467516635257281964361, 21349.14, -1367.935, -3.194287, 0.02042972, 0.1612821, 203.5296, 3.133503, 2.327549, 98.70247
 
1.469999, -0.2033877, 0.07535081, 96.40206, 11.89723, 0.0360062162229887946105375236, 21651.69, -1368.637, -3.194287, 0.02042972, 0.1612821, 204.9869, 3.132049, 2.327121, 98.74738
 
1.479999, -0.2445158, 0.07331693, 97.01166, 11.88072, 0.0472631930776056143112309698, 21955.57, -1369.339, -3.194287, 0.02042972, 0.1612821, 206.4409, 3.13065, 2.326693, 98.79227
 
1.489999, -0.2845119, 0.07087177, 97.6132, 11.85677, 0.0580543820286964008393302708, 22261.02, -1370.041, -3.194287, 0.02042972, 0.1612821, 207.8929, 3.129313, 2.326265, 98.83717
 
1.499999, -0.3231589, 0.06802665, 98.23843, 11.85591, 0.0683254153992482453003291832, 22568.65, -1370.744, -3.194287, 0.02042972, 0.1612821, 209.3456, 3.128043, 2.325837, 98.88208
 
1.509999, -0.3602026, 0.06479506, 98.87448, 11.86496, 0.0780232776463315656904704970, 22878.66, -1371.448, -3.194287, 0.02042972, 0.1612821, 210.7999, 3.126847, 2.325409, 98.92698
 
1.519999, -0.3954096, 0.06119304, 99.5255, 11.88724, 0.0870979546675064532789565813, 23191.46, -1372.151, -3.194287, 0.02042972, 0.1612821, 212.2579, 3.12573, 2.324981, 98.97189
 
1.529999, -0.4285362, 0.05723894, 100.1829, 11.9145, 0.0955026269628366991089552648, 23506.89, -1372.855, -3.194287, 0.02042972, 0.1612821, 213.7185, 3.124698, 2.324553, 99.01678
 
1.539999, -0.459341, 0.05295358, 100.8252, 11.92606, 0.1031957052653201815554232670, 23824.53, -1373.559, -3.194287, 0.02042972, 0.1612821, 215.18, 3.123755, 2.324125, 99.06169
 
1.549999, -0.4876095, 0.04836017, 101.4659, 11.93514, 0.1101366849869449961045279475, 24144.56, -1374.264, -3.194287, 0.02042972, 0.1612821, 216.6431, 3.122906, 2.323698, 99.10659
 
1.559999, -0.5131513, 0.04348408, 102.1216, 11.95749, 0.1162915993308671817260393520, 24467.43, -1374.969, -3.194287, 0.02042972, 0.1612821, 218.1098, 3.122155, 2.32327, 99.15149
 
1.569999, -0.5357494, 0.03835256, 102.7845, 11.98566, 0.1216275958964648358329792615, 24792.96, -1375.674, -3.194287, 0.02042972, 0.1612821, 219.5793, 3.121504, 2.322842, 99.1964
 
1.579999, -0.5552073, 0.03299507, 103.4314, 11.99727, 0.1261208563218218203326656920, 25120.71, -1376.38, -3.194287, 0.02042972, 0.1612821, 221.0495, 3.120957, 2.322414, 99.24129
 
1.589999, -0.5713491, 0.027443, 104.0738, 12.0039, 0.1297485429136966834620031301, 25450.67, -1377.086, -3.194287, 0.02042972, 0.1612821, 222.5205, 3.120515, 2.321986, 99.2862
 
1.599999, -0.5840143, 0.02172951, 104.7159, 12.0097, 0.1324941923252381893574216031, 25782.77, -1377.793, -3.194287, 0.02042972, 0.1612821, 223.9919, 3.120181, 2.321558, 99.3311
 
1.609999, -0.5930676, 0.01588937, 105.3567, 12.01384, 0.1343486367901939443417742180, 26117.02, -1378.499, -3.194287, 0.02042972, 0.1612821, 225.4637, 3.119956, 2.32113, 99.37601
 
1.619999, -0.598377, 0.009958689, 105.9979, 12.01799, 0.1353042984142551099730199649, 26453.42, -1379.207, -3.194287, 0.02042972, 0.1612821, 226.9361, 3.11984, 2.320702, 99.42091
 
